record_id,year,state,district,season,crop_type,sowing_date,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare
AGRI-00411,2023,Gujarat,Junagadh,Kharif,Soybean,2023-06-16,NRC-86,7.61,Irrigated,994.3,17.6,31.6,23.1,81.3,96,7.08,130.5,49.9,75.7,Loamy,45.5,1.86,-8.3,0.613,1.09
AGRI-00412,2019,Punjab,Patiala,Kharif,Rice,2019-06-09,Swarna,1.26,Irrigated,1195.8,15.2,30,22.9,74.3,145,6.18,29.3,59.2,14.4,Silty Loam,26.4,2.72,3.8,0.806,2.55
AGRI-00413,2019,Punjab,Bathinda,Kharif,Groundnut,2019-06-06,GG-20,5.84,Rainfed,837.9,18.8,35.1,25.6,57.1,135,7.38,64.7,75.3,76.2,Sandy Loam,32.8,2.83,1.1,0.521,1.55
AGRI-00414,2020,Madhya Pradesh,Sagar,Rabi,Wheat,2020-11-09,HD-3086,19.46,Irrigated,453,10.7,28.7,18.7,67.3,137,5.53,110.9,45.4,8,Clay Loam,53.7,3.25,9.1,0.925,2.19
AGRI-00415,2024,Maharashtra,Nagpur,Rabi,Wheat,2024-11-24,HD-2967,2.34,Irrigated,855.4,15,31.4,21.2,59.3,146,6.99,60.1,38,56.7,Loamy,37.5,3.3,1.5,0.811,1.88
AGRI-00416,2024,Gujarat,Junagadh,Rabi,Groundnut,2024-12-09,Kadiri-6,0.58,Irrigated,993.8,17.4,36,26.7,67.2,135,8.01,142.3,41.7,36.4,Red Loam,42.8,2.42,3.7,0.68,1.11
AGRI-00417,2025,Gujarat,Ahmedabad,Kharif,Maize,2025-07-22,HQPM-1,1.12,Rainfed,611.2,17.8,34.2,24.7,69.3,109,6.53,88.7,47.9,99.8,Sandy Loam,32.2,3.02,2.6,0.471,2.51
AGRI-00418,2018,Maharashtra,Kolhapur,Rabi,Maize,2018-10-17,HQPM-1,3.92,Irrigated,812.7,18,30.6,23.4,61.2,97,7.32,84.7,98.9,88.6,Sandy Loam,40.8,5.01,7.1,0.685,3.76
AGRI-00419,2019,Gujarat,Junagadh,Kharif,Rice,2019-06-19,BPT-5204,18.97,Drip Irrigated,1297.5,20.6,36.5,26.2,76.8,130,6.26,135,62.3,34.6,Clay,27.9,4.37,-1.6,0.729,3.45
AGRI-00420,2019,Gujarat,Banaskantha,Rabi,Wheat,2019-11-26,HD-2967,12.47,Rainfed,713.1,18.4,32.6,23.5,51.1,146,7.1,98.4,25.9,24.5,Loamy,31.3,3.86,-4.3,0.485,1.72
AGRI-00421,2022,Maharashtra,Kolhapur,Rabi,Maize,2022-11-26,P-3396,4.44,Irrigated,955.5,10.6,25.7,19.2,59.2,97,6.57,128.3,50.8,104.4,Sandy Loam,49,5.95,-8.9,0.626,2.93
AGRI-00422,2022,Madhya Pradesh,Sagar,Rabi,Wheat,2022-12-05,GW-322,9.44,Rainfed,422.3,10.3,27.3,19.3,44.6,137,7.55,85.2,50.7,67.5,Clay Loam,31.5,2.77,4.3,0.838,2.21
AGRI-00423,2021,Punjab,Amritsar,Kharif,Groundnut,2021-07-07,Kadiri-6,1.7,Rainfed,546.1,19.4,31.8,26.2,69.9,129,7.03,113.7,87.5,24.8,Red Loam,24,1.89,6.2,0.594,1.53
AGRI-00424,2019,Gujarat,Banaskantha,Kharif,Cotton,2019-07-19,Bunny-Bt,1.08,Rainfed,485.6,21.5,34.5,26.8,60.2,154,7.29,67.4,84.5,92.7,Black,23.2,1.48,6.5,0.381,0.99
AGRI-00425,2020,Maharashtra,Jalgaon,Kharif,Soybean,2020-07-28,NRC-86,0.89,Rainfed,830.2,23.8,37.9,29.1,50.8,108,6.5,153,52.2,50,Sandy Loam,25.3,1.9,-5.4,0.619,1.05
AGRI-00426,2020,Maharashtra,Pune,Kharif,Soybean,2020-06-02,NRC-86,5.05,Irrigated,661.7,19.3,33.5,27.5,60.3,97,6.46,161.7,72.8,88,Black,30.2,1.65,9.9,0.508,1.38
AGRI-00427,2024,Maharashtra,Nagpur,Kharif,Rice,2024-07-21,BPT-5204,1.2,Irrigated,1142.9,20.5,33.4,27.2,72.1,140,5.55,64.2,75.2,50,Silty Loam,37.8,3.04,9.7,0.584,3
AGRI-00428,2024,Karnataka,Dharwad,Rabi,Wheat,2024-11-23,GW-322,1.86,Irrigated,924,18.1,30.3,24.7,60.4,140,6.56,79.3,72.8,60.5,Clay Loam,48.1,4.33,22.3,0.686,2.03
AGRI-00429,2025,Maharashtra,Nashik,Kharif,Groundnut,2025-06-15,Kadiri-6,12.89,Drip Irrigated,791.3,21.4,36.2,27.3,60.9,133,7.28,39.5,79.4,63.1,Loamy,42.5,2.16,3.1,0.639,1.72
AGRI-00430,2021,Rajasthan,Jodhpur,Rabi,Wheat,2021-11-20,HD-2967,2.5,Rainfed,180,15,31.2,21.5,51.7,137,6.24,114.2,35.4,23.5,Clay Loam,37.1,4.25,-6.9,0.764,1.59
AGRI-00431,2019,Gujarat,Junagadh,Rabi,Wheat,2019-11-20,HD-2967,1.85,Rainfed,180,14.6,27.5,21.1,59,134,5.79,152,52.2,41.2,Clay Loam,19.1,3.79,-5.4,0.62,1.44
AGRI-00432,2025,Rajasthan,Jaipur,Rabi,Wheat,2025-10-31,HD-3086,0.64,Irrigated,563.6,17.5,31.3,26,57.1,139,6.98,80.1,58.6,69.4,Clay Loam,45.1,3.75,16.3,0.715,2.71
AGRI-00433,2018,Madhya Pradesh,Indore,Kharif,Soybean,2018-07-17,NRC-86,3.87,Rainfed,1018.7,16.2,31,22.7,90.1,104,7.84,100.8,60.7,93.9,Sandy Loam,35.7,2,-9.2,0.867,0.72
AGRI-00434,2018,Gujarat,Banaskantha,Kharif,Cotton,2018-07-11,Bunny-Bt,7.2,Rainfed,264.3,17.5,32.6,26.4,58.8,175,7.77,124.8,62.8,75,Alluvial,31.3,1.87,-2.1,0.715,0.99
AGRI-00435,2024,Madhya Pradesh,Jabalpur,Kharif,Cotton,2024-06-09,Bunny-Bt,1.14,Rainfed,824.1,21.8,36.8,27.8,63.7,170,7.44,134.4,70.7,8,Alluvial,26.2,1.93,10.4,0.47,1.24
AGRI-00436,2017,Karnataka,Mysuru,Rabi,Maize,2017-11-28,HQPM-1,1.64,Rainfed,811.1,11.6,30,21,53.1,125,6.51,116.8,25.9,53.3,Silty Loam,45,3.23,7.1,0.462,2.96
AGRI-00437,2025,Madhya Pradesh,Ujjain,Kharif,Soybean,2025-06-19,JS-335,9.02,Irrigated,477.4,22.4,34.3,28.5,81.4,100,7.67,135.1,16.3,70.2,Loamy,48.2,1.97,-7,0.472,0.81
AGRI-00438,2022,Rajasthan,Jaipur,Rabi,Groundnut,2022-12-05,Kadiri-6,1.03,Rainfed,814.6,17.1,33.3,26.5,53.7,134,6.5,96.5,9.3,17.3,Sandy Loam,26.6,1.58,3.5,0.622,1.21
AGRI-00439,2019,Rajasthan,Udaipur,Kharif,Cotton,2019-06-28,RCH-2,0.4,Rainfed,863.6,21.3,37.9,28.6,49.7,153,7.31,127.2,62.6,80.5,Black,19.6,1.84,-0.9,0.559,1.1
AGRI-00440,2021,Gujarat,Banaskantha,Rabi,Maize,2021-10-26,P-3396,8.11,Rainfed,1044,21.9,32.2,27.1,59.6,102,6.58,150.5,69.5,69.1,Loamy,18.7,6.09,-5.1,0.669,2.11
AGRI-00441,2020,Rajasthan,Jodhpur,Kharif,Soybean,2020-06-19,JS-335,0.43,Drip Irrigated,663.1,15.6,29.1,23.6,52.3,108,7.48,108.1,38.5,65.7,Loamy,35.7,1.09,9.9,0.544,1.16
AGRI-00442,2018,Gujarat,Surat,Kharif,Groundnut,2018-07-24,TG-37A,18.57,Rainfed,829.9,16.4,31.3,22.1,54.1,136,5.07,71,24.6,80.3,Loamy,39.1,2.47,1.2,0.624,0.73
AGRI-00443,2021,Punjab,Bathinda,Kharif,Cotton,2021-06-07,Bunny-Bt,2.63,Rainfed,732.3,19.4,33.3,27.7,66.4,154,8.06,57.2,26.9,47.5,Sandy Loam,30.5,1.69,-4.9,0.544,0.96
AGRI-00444,2020,Punjab,Ludhiana,Kharif,Rice,2020-07-15,BPT-5204,0.54,Drip Irrigated,1198.1,16.3,33.2,24.7,90,111,6.04,105.7,32.7,41.3,Silty Loam,46.3,3.85,6.9,0.734,3.4
AGRI-00445,2017,Maharashtra,Jalgaon,Kharif,Cotton,2017-07-21,Bt-Cotton,3.56,Rainfed,860.2,16,33.1,23.3,62.8,155,5.75,85.5,11.2,93.7,Black,33.9,2.29,7.6,0.531,1.28
AGRI-00446,2017,Gujarat,Banaskantha,Kharif,Groundnut,2017-07-20,Kadiri-6,0.52,Rainfed,756.3,19.7,34.8,27.3,50.9,102,6.66,162.1,50.6,50.4,Red Loam,30.5,1.91,2,0.297,1.3
AGRI-00447,2022,Gujarat,Kheda,Kharif,Cotton,2022-06-26,Bunny-Bt,0.91,Rainfed,575.4,25.9,38.7,31.3,45.5,178,7.08,118.3,53.3,65.1,Sandy Loam,33.6,1.79,5.3,0.68,1.48
AGRI-00448,2023,Karnataka,Dharwad,Rabi,Maize,2023-11-09,DHM-117,2.48,Rainfed,753.3,16.3,27,21.9,65,111,6.55,137.9,74.1,24.9,Loamy,34.4,4.92,-3.2,0.526,2.92
AGRI-00449,2025,Maharashtra,Nashik,Kharif,Soybean,2025-07-04,NRC-86,1.34,Rainfed,1030.5,15.4,31.5,21,88.4,110,6.42,82.6,44.2,54.1,Black,22.5,2.05,4.5,0.719,0.84
AGRI-00450,2021,Gujarat,Ahmedabad,Rabi,Wheat,2021-12-08,GW-322,1.55,Irrigated,644.4,15.7,32.3,25.1,53.8,135,6.54,133.6,47.8,44.7,Clay Loam,49,3.93,13.5,0.895,3.15
AGRI-00451,2024,Gujarat,Kheda,Rabi,Groundnut,2024-11-14,Kadiri-6,3.21,Rainfed,688.2,22,36.6,28.1,44.8,134,7.09,159.1,22.9,41.2,Loamy,20,2.2,16.8,0.486,1.41
AGRI-00452,2023,Karnataka,Mandya,Kharif,Groundnut,2023-07-16,GG-20,8.12,Rainfed,1016.8,13.5,27.4,20,43.7,105,6.66,153,50.2,25.1,Sandy Loam,33,2.72,-0.8,0.62,0.98
AGRI-00453,2018,Gujarat,Ahmedabad,Kharif,Soybean,2018-07-11,NRC-37,9.86,Rainfed,776.9,22.5,37.5,29.4,74.8,115,6.35,87.5,55.5,12.8,Black,40.5,1.73,8.8,0.649,1.16
AGRI-00454,2019,Gujarat,Banaskantha,Kharif,Maize,2019-07-25,HQPM-1,6.92,Irrigated,767.2,23.2,37.9,28.4,62.9,98,6.41,60.9,70.7,57,Loamy,43.7,3.96,-1.7,0.741,3.52
AGRI-00455,2022,Gujarat,Kheda,Rabi,Maize,2022-10-16,DHM-117,0.41,Rainfed,830.7,13.3,28.1,20.9,58.3,113,6.84,92.8,35.1,37.4,Silty Loam,34.3,5.05,13.8,0.662,3.23
AGRI-00456,2022,Karnataka,Belagavi,Rabi,Wheat,2022-10-17,HD-2967,1.25,Drip Irrigated,503.3,12.2,30,19.8,50.3,132,6.92,136.4,46.1,51.9,Loamy,33.8,4.13,3.1,0.709,2.86
AGRI-00457,2020,Madhya Pradesh,Ujjain,Kharif,Rice,2020-07-24,Pusa-44,2.06,Irrigated,1063.1,21.3,38.1,28.1,81.5,123,6.25,71.8,29.1,37.1,Clay,60,4.34,-9.3,0.751,1.96
AGRI-00458,2022,Gujarat,Surat,Kharif,Soybean,2022-06-28,NRC-86,4.04,Drip Irrigated,611.4,24,35,29.1,60,93,7.4,123.5,72.1,53.7,Black,35.4,1.95,-2.4,0.735,1.53
AGRI-00459,2018,Rajasthan,Jaipur,Kharif,Maize,2018-07-29,DHM-117,7.86,Rainfed,562.3,21.2,37.4,27.2,70,117,7.21,71.8,24.2,79.9,Silty Loam,30.5,4.63,14,0.552,3.05
AGRI-00460,2023,Rajasthan,Kota,Rabi,Maize,2023-12-10,P-3396,4.96,Irrigated,517.3,22.4,36.5,29,53.7,122,6.56,136.6,49.5,38.9,Loamy,28.6,5.33,0.8,0.601,3.37
AGRI-00461,2020,Madhya Pradesh,Indore,Kharif,Cotton,2020-06-25,Bt-Cotton,0.66,Irrigated,819.6,24.7,41.3,32.3,46.8,184,7.47,88.9,64.9,52.3,Black,23.3,2.29,0.6,0.531,1.25
AGRI-00462,2023,Madhya Pradesh,Sagar,Kharif,Maize,2023-06-30,P-3396,4.75,Rainfed,871.5,17.6,32.5,25.2,58.4,109,6.31,121.6,42.8,51.2,Sandy Loam,8,5.71,-3,0.415,1.37
AGRI-00463,2021,Rajasthan,Jodhpur,Kharif,Groundnut,2021-07-14,GG-20,6.69,Irrigated,397.9,20.5,35.2,27.8,54.7,131,6.18,116.4,57.8,23.2,Red Loam,36.1,2.44,-2.5,0.623,1.36
AGRI-00464,2022,Madhya Pradesh,Indore,Rabi,Wheat,2022-10-27,HD-2967,5.71,Rainfed,603.3,19.4,34.6,24.8,53.9,131,7.02,69.2,77.8,72,Loamy,32.6,3.42,-6,0.619,1.97
AGRI-00465,2025,Gujarat,Surat,Rabi,Wheat,2025-12-03,GW-322,0.48,Drip Irrigated,523.2,15.4,26.3,20.8,63.3,150,6.79,123.2,48.1,62.3,Loamy,39.3,4.4,4.7,0.565,2.72
AGRI-00466,2019,Maharashtra,Kolhapur,Kharif,Soybean,2019-06-16,JS-335,4.02,Rainfed,623,17.6,30.3,23.3,52.3,116,6.31,47.3,92.4,37.8,Loamy,38.1,2.09,-12.1,0.677,0.83
AGRI-00467,2019,Maharashtra,Nagpur,Kharif,Rice,2019-07-27,BPT-5204,1.65,Rainfed,1188.8,23,38.7,28.9,79,123,6.1,170.4,75,61.9,Clay,40.9,5.52,11.2,0.658,3.74
AGRI-00468,2022,Maharashtra,Pune,Kharif,Cotton,2022-07-21,Bunny-Bt,7.72,Rainfed,699.1,17.6,33,24.5,62.3,150,6.66,106.4,57.3,62.3,Sandy Loam,36,2.09,9,0.588,1.51
AGRI-00469,2024,Punjab,Patiala,Rabi,Wheat,2024-11-08,HD-2967,11.02,Rainfed,507.8,15.4,30.8,23.7,46.2,128,6.35,113.9,63.8,65.3,Loamy,23.3,3.13,1.3,0.672,2.21
AGRI-00470,2017,Punjab,Patiala,Kharif,Cotton,2017-06-07,RCH-2,7.8,Rainfed,514.6,22.3,40,30.7,60,159,7.23,142.1,46,91,Black,21.2,1.7,6.3,0.624,1.32
AGRI-00471,2018,Rajasthan,Udaipur,Rabi,Wheat,2018-11-15,GW-322,2.69,Rainfed,180,11.9,26.2,17.2,47.5,115,7.56,170.7,70.5,32,Clay Loam,30.5,2.76,-1.6,0.578,1.7
AGRI-00472,2017,Maharashtra,Nashik,Kharif,Cotton,2017-07-02,Bunny-Bt,1.73,Irrigated,613.5,26.1,38.3,31.7,59.5,161,6.95,120.5,41,64.3,Sandy Loam,42.6,1.59,-6.7,0.748,1.35
AGRI-00473,2017,Punjab,Bathinda,Kharif,Cotton,2017-07-29,Bt-Cotton,0.52,Rainfed,461.7,17.1,34,26.1,62.9,190,6.48,114.6,47.2,62.1,Sandy Loam,42.3,1.65,9.8,0.504,1.3
AGRI-00474,2022,Maharashtra,Nagpur,Kharif,Maize,2022-06-06,DHM-117,15.1,Rainfed,647.9,15.4,32.4,23.3,54.8,103,6.94,103.5,45.3,52.8,Sandy Loam,39.9,4.28,-13.8,0.633,2.37
AGRI-00475,2024,Rajasthan,Udaipur,Rabi,Wheat,2024-10-31,HD-3086,1.12,Rainfed,791.3,11.9,30.1,20.6,47.7,140,7.76,104.5,46,76.8,Loamy,35.1,2.81,-1.6,0.53,1.43
AGRI-00476,2020,Punjab,Amritsar,Kharif,Soybean,2020-06-28,NRC-86,6.89,Irrigated,697.6,16.3,35.4,25.6,78.5,108,6.6,54.4,51.9,66.8,Black,28.2,1.14,-4.8,0.709,1.12
AGRI-00477,2018,Maharashtra,Nashik,Rabi,Groundnut,2018-11-07,Kadiri-6,2.72,Irrigated,1080.9,21.6,33.8,28.5,32.8,137,5.54,86.7,52.7,57,Red Loam,37.2,2.79,-6.2,0.612,0.53
AGRI-00478,2020,Punjab,Ludhiana,Kharif,Groundnut,2020-07-03,TG-37A,0.42,Irrigated,525.9,22.9,36.6,28.9,67.5,136,7.9,117.8,63.8,132.8,Red Loam,43.5,1.92,8.2,0.529,1.53
AGRI-00479,2021,Maharashtra,Kolhapur,Kharif,Cotton,2021-06-13,RCH-2,11.37,Irrigated,803.9,21.7,38.6,30.3,58.1,175,7.32,91.9,40,67.9,Black,32.7,2.67,13.2,0.582,1.7
AGRI-00480,2018,Madhya Pradesh,Jabalpur,Rabi,Wheat,2018-12-13,HD-2967,15.81,Drip Irrigated,720.2,16.3,28.7,23.2,53.5,121,6.74,92.2,53.8,25.8,Clay Loam,43,4.15,-0.1,0.852,2.44
AGRI-00481,2018,Gujarat,Ahmedabad,Kharif,Rice,2018-06-30,BPT-5204,16.03,Irrigated,1072.3,22.3,39.1,31.8,87.3,137,6.66,137.4,75.4,44.6,Clay,32.3,3.53,5.5,0.83,3.74
AGRI-00482,2022,Punjab,Patiala,Kharif,Soybean,2022-06-20,NRC-37,18.37,Rainfed,697.5,15.4,30.5,22.2,80.4,102,7.04,70.4,74.7,60.9,Loamy,26.3,1.79,-4.3,0.726,1.12
AGRI-00483,2021,Karnataka,Dharwad,Rabi,Wheat,2021-11-28,HD-3086,1.47,Irrigated,526.2,12.3,26.9,20.2,54.7,141,6.98,94,32.6,8,Clay Loam,30.8,3.17,12.6,0.836,3.09
AGRI-00484,2020,Rajasthan,Jaipur,Kharif,Soybean,2020-06-30,NRC-37,0.43,Irrigated,790.3,22,40.5,30.1,71.1,119,7.47,65.8,86.8,81.1,Black,41.9,2.02,4.2,0.678,1.31
AGRI-00485,2022,Karnataka,Mysuru,Kharif,Cotton,2022-06-03,Bunny-Bt,13.07,Irrigated,923,15.7,31.4,25.2,70,170,6.22,123.3,29.9,37.4,Black,38.5,2.37,9.8,0.654,1.59
AGRI-00486,2019,Karnataka,Mysuru,Rabi,Wheat,2019-12-14,HD-3086,9.88,Rainfed,343.8,14.4,28.8,21.5,53.6,130,5.49,161.8,61.8,40.1,Loamy,21.3,3.36,1.3,0.65,1.64
AGRI-00487,2023,Rajasthan,Bikaner,Rabi,Wheat,2023-11-21,GW-322,1.51,Irrigated,832.9,15.2,32.3,22.7,47.7,124,6.59,152.6,97.2,51.7,Clay Loam,34.4,4.09,5.3,0.522,2.3
AGRI-00488,2017,Maharashtra,Nashik,Rabi,Wheat,2017-11-12,HD-2967,0.59,Irrigated,407.5,18.9,29.3,24.1,58.3,147,7.82,139,40.1,89.5,Clay Loam,47.1,3.6,-1.8,0.721,2.65
AGRI-00489,2017,Rajasthan,Bikaner,Kharif,Soybean,2017-07-11,NRC-37,0.82,Irrigated,783.2,20.6,37.1,27.3,53.7,94,6.47,83.4,31.7,15.4,Loamy,50.7,1.32,4.9,0.773,1.07
AGRI-00490,2022,Karnataka,Kalaburagi,Kharif,Groundnut,2022-06-25,Kadiri-6,20.93,Rainfed,579,24.8,40,30.2,56.9,105,7.77,87.8,17,22.7,Red Loam,15.3,1.73,2,0.827,0.79
AGRI-00491,2023,Madhya Pradesh,Indore,Rabi,Wheat,2023-11-03,GW-322,1.26,Irrigated,506.4,14,30.8,21.1,87.8,140,6.74,102.1,48.8,58.8,Loamy,43.4,4.45,-2.6,0.716,1.42
AGRI-00492,2020,Gujarat,Banaskantha,Kharif,Cotton,2020-07-08,Bunny-Bt,3.74,Irrigated,574.4,22.1,34.3,27.9,54.7,157,7.91,66.9,60.7,70.1,Alluvial,45.4,2.05,2.3,0.583,1.33
AGRI-00493,2024,Maharashtra,Nashik,Kharif,Soybean,2024-06-13,JS-335,6.71,Rainfed,800.7,12.1,28.2,18.4,64.8,112,6.8,220,50.2,51.1,Black,28.8,1.42,16.2,0.769,1.46
AGRI-00494,2018,Rajasthan,Kota,Kharif,Cotton,2018-06-22,Bunny-Bt,16.91,Rainfed,945.2,21,33,26.6,67,175,7.31,92.5,14.8,24.8,Black,29.3,2.07,7.8,0.521,1.22
AGRI-00495,2023,Punjab,Amritsar,Rabi,Wheat,2023-11-11,HD-3086,0.57,Rainfed,307.8,17.7,29.8,23.4,65,127,7.38,142.3,21.8,46.2,Clay Loam,35.7,4.29,18.5,0.619,2.21
AGRI-00496,2019,Maharashtra,Jalgaon,Kharif,Soybean,2019-07-21,NRC-37,0.45,Rainfed,266.9,17.6,35.4,26.2,61.6,123,7.81,93,54.1,81.8,Black,31.9,2.31,0.8,0.66,0.58
AGRI-00497,2022,Gujarat,Junagadh,Kharif,Cotton,2022-07-25,Bt-Cotton,1.33,Drip Irrigated,695.2,16.6,34,23.6,42,187,6.95,139.5,8,42.2,Alluvial,32.4,1.68,-0.1,0.642,1.39
AGRI-00498,2017,Punjab,Bathinda,Rabi,Maize,2017-11-04,DHM-117,18.05,Irrigated,770.5,14.8,31.4,23.5,81.5,100,6.56,67.4,61,72.1,Sandy Loam,39.1,6.97,10.6,0.751,3.46
AGRI-00499,2018,Punjab,Bathinda,Rabi,Maize,2018-11-08,P-3396,0.88,Irrigated,642,22.2,34.4,28.9,77.5,118,6.68,25.4,54.7,47.7,Loamy,32.9,3.83,11.4,0.725,3.37
AGRI-00500,2025,Rajasthan,Kota,Kharif,Soybean,2025-07-27,NRC-86,1.89,Rainfed,803.2,13.5,26.4,18.9,59.3,105,6.71,132.2,41.6,53,Loamy,37.5,1.43,-9.6,0.451,0.83
AGRI-00501,2017,Punjab,Ludhiana,Rabi,Wheat,2017-10-25,HD-2967,4.34,Drip Irrigated,315.2,15.4,32.4,24.2,66.4,143,6.38,25,43.6,45.4,Loamy,44.2,2.96,-1.8,0.72,2.02
AGRI-00502,2021,Karnataka,Belagavi,Kharif,Rice,2021-06-28,Swarna,10.97,Drip Irrigated,1385.3,21.3,33.8,28.1,59.5,120,6.14,64.9,32.8,85,Silty Loam,23.3,3.4,-8.8,0.525,1.93
AGRI-00503,2018,Punjab,Amritsar,Rabi,Maize,2018-10-20,HQPM-1,7.22,Rainfed,589.7,17.6,32.8,24.8,67.8,119,6.46,113.8,36.3,31.1,Silty Loam,19.6,5.12,1.4,0.341,2.09
AGRI-00504,2021,Madhya Pradesh,Bhopal,Rabi,Maize,2021-11-21,P-3396,1.44,Rainfed,570,20.7,36.9,29.7,63.6,105,6.58,131.6,19.7,46.7,Sandy Loam,24.5,5.48,-1.6,0.72,3.49
AGRI-00505,2017,Gujarat,Banaskantha,Rabi,Maize,2017-10-16,P-3396,0.7,Rainfed,450.1,14,26.7,20.1,53.7,102,7.16,120.7,42.5,42.7,Silty Loam,34.6,4.7,2.9,0.696,3.06
AGRI-00506,2022,Rajasthan,Udaipur,Kharif,Rice,2022-06-14,Pusa-44,0.62,Drip Irrigated,1322.2,26.8,40.8,31.9,78.7,120,5.46,85.6,38.4,53,Clay,39.2,4.63,10.1,0.647,3.41
AGRI-00507,2024,Karnataka,Mandya,Rabi,Groundnut,2024-11-18,GG-20,2.33,Drip Irrigated,872.4,17.7,34.8,26.5,57.2,125,7.07,50.8,42.7,58.6,Sandy Loam,37,1.92,3.9,0.573,1.5
AGRI-00508,2024,Karnataka,Dharwad,Kharif,Groundnut,2024-06-12,TG-37A,22.85,Rainfed,964.2,20.4,33.3,25.6,49.7,120,6.35,93,41.1,77.3,Red Loam,18.4,2.45,3.5,0.482,1
AGRI-00509,2022,Punjab,Amritsar,Kharif,Rice,2022-06-23,Pusa-44,21.25,Drip Irrigated,1503.2,16.5,33.8,25.1,75.8,143,6.11,121.6,33.2,67.1,Silty Loam,52.8,5.51,14.9,0.594,3.06
AGRI-00510,2019,Gujarat,Ahmedabad,Kharif,Soybean,2019-07-01,NRC-86,0.92,Rainfed,1032.8,15.7,34.8,24.5,53.9,114,7.18,142.5,36,8.2,Black,18.5,1.6,-5.2,0.607,0.81
AGRI-00511,2020,Karnataka,Mysuru,Kharif,Rice,2020-06-17,BPT-5204,11.65,Rainfed,1128.2,26.8,40.8,33.9,75,112,6.64,77.6,61.5,93,Clay Loam,48.1,4.52,8.1,0.487,2.63
AGRI-00512,2023,Maharashtra,Pune,Kharif,Maize,2023-06-02,DHM-117,5.07,Rainfed,568.9,20.8,38.2,28.9,49.2,108,6,154.1,48.4,69.5,Sandy Loam,35.3,3.82,7.8,0.372,2.82
AGRI-00513,2024,Gujarat,Surat,Kharif,Maize,2024-07-20,DHM-117,10.74,Rainfed,862.3,20.4,33.6,26.7,63.4,113,6.18,173.9,71.7,34.6,Sandy Loam,32.5,5.14,6,0.647,3.62
AGRI-00514,2023,Gujarat,Banaskantha,Rabi,Wheat,2023-10-18,GW-322,3.93,Irrigated,426.7,11.5,26.4,20,68.3,132,7.29,125.4,57,59.2,Loamy,29.9,2.54,-0.2,0.689,2.47
AGRI-00515,2024,Maharashtra,Nagpur,Kharif,Maize,2024-06-24,DHM-117,1.21,Irrigated,997.2,20.3,32.9,26.5,34.6,103,6.58,54.1,45.1,24,Silty Loam,47.5,3.47,9.3,0.762,1.56
AGRI-00516,2022,Karnataka,Belagavi,Rabi,Groundnut,2022-11-13,Kadiri-6,7.13,Irrigated,772.7,14.5,31.3,22.9,83.8,134,7.83,99.4,47.3,84.6,Sandy Loam,23,2.25,3.6,0.717,0.9
AGRI-00517,2025,Karnataka,Mysuru,Kharif,Rice,2025-06-27,Swarna,0.75,Irrigated,1238.8,28.2,43.5,33.4,88.5,133,5.97,121.8,32.8,88.6,Clay,42.3,4.34,-6,0.675,2.5
AGRI-00518,2017,Karnataka,Belagavi,Rabi,Groundnut,2017-11-13,TG-37A,9.65,Rainfed,694.5,15.4,30.2,23.2,52.2,131,6.55,98,91.1,53.6,Red Loam,26.7,1.96,9.4,0.805,1.88
AGRI-00519,2018,Gujarat,Junagadh,Rabi,Wheat,2018-11-02,GW-322,0.99,Irrigated,708.4,16.2,36,25.6,66.1,117,6.09,176.7,39.7,37,Clay Loam,43,2.79,1.2,0.609,2.26
AGRI-00520,2023,Rajasthan,Jaipur,Kharif,Cotton,2023-07-28,Bt-Cotton,4.62,Irrigated,928,16.8,28.8,23,51.6,168,6.86,31.5,76,74.1,Alluvial,35.4,1.98,21,0.663,1.65
AGRI-00521,2019,Madhya Pradesh,Jabalpur,Kharif,Rice,2019-06-02,BPT-5204,2.16,Rainfed,970.3,23.7,38.1,28.8,77.9,149,5.92,125.9,35.3,42.6,Clay,24.3,2.87,-1.5,0.513,2.48
AGRI-00522,2021,Madhya Pradesh,Jabalpur,Kharif,Rice,2021-06-18,Swarna,2.12,Irrigated,1549.6,20.9,31.1,26,86,133,6.82,97.6,24.7,10.3,Clay,40.3,4.51,-2.8,0.464,2.22
AGRI-00523,2023,Rajasthan,Bikaner,Rabi,Groundnut,2023-10-17,GG-20,0.43,Irrigated,410.4,20.3,35.2,25.5,57.5,102,6.65,117.6,58.3,32.2,Sandy Loam,32.2,2.46,6.2,0.72,1.46
AGRI-00524,2020,Madhya Pradesh,Bhopal,Rabi,Maize,2020-11-19,DHM-117,3.03,Drip Irrigated,696.9,18.8,32,26,91.1,116,6.78,63.8,57.6,87.6,Sandy Loam,37.2,3.98,3.4,0.663,1.73
AGRI-00525,2022,Madhya Pradesh,Bhopal,Rabi,Wheat,2022-11-12,HD-2967,1.92,Rainfed,259.3,12.1,26,18.9,44.3,125,6.1,147.8,23.7,49.1,Clay Loam,18.1,4.88,8.9,0.581,1.88
